paper.id,meta.analysis.paper,meta.analysis.id,meta.analysis.year,response.variable,study,study.id,study.id.cumulative,study.year,id.effect.within.study,eff.size.measure,eff.size,var.eff.size,weighted.eff.size,weight
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Gao and Liu 2003,3,17023,2003,11,log.ratio,-0.3102,0.0009,-344.6666667,1111.111111
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Gao and Liu 2003,3,17023,2003,12,log.ratio,0.9091,0.0022,413.2272727,454.5454545
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Gao and Liu 2003,3,17023,2003,13,log.ratio,-0.4055,0.0047,-86.27659574,212.7659574
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Gao and Liu 2003,3,17023,2003,14,log.ratio,-0.0772,0.0009,-85.77777778,1111.111111
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Gao and Liu 2003,3,17023,2003,15,log.ratio,0.6212,0.0026,238.9230769,384.6153846
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Gao and Liu 2003,3,17023,2003,16,log.ratio,-0.4426,0.0073,-60.63013699,136.9863014
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Gao and Liu 2003,3,17023,2003,17,log.ratio,0,0.001,0,1000
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Gao and Liu 2003,3,17023,2003,18,log.ratio,0,0.0078,0,128.2051282
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Gao and Liu 2003,3,17023,2003,19,log.ratio,0.7006,0.0015,467.0666667,666.6666667
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Gao and Liu 2003,3,17023,2003,20,log.ratio,-0.7184,0.0094,-76.42553191,106.3829787
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Gao and Liu 2003,3,17023,2003,21,log.ratio,-0.6941,0.0107,-64.86915888,93.45794393
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Mo et al 2003,4,17024,2003,1,log.ratio,0.0776,0.0015,51.73333333,666.6666667
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Mo et al 2003,4,17024,2003,2,log.ratio,0.0694,0.0031,22.38709677,322.5806452
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Mo et al 2003,4,17024,2003,3,log.ratio,0.1209,0.0142,8.514084507,70.42253521
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Mo et al 2003,4,17024,2003,4,log.ratio,0,0.0204,0,49.01960784
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Mo et al 2003,4,17024,2003,5,log.ratio,0.1671,0.0319,5.238244514,31.34796238
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Mo et al 2003,4,17024,2003,6,log.ratio,0.0778,0.0016,48.625,625
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Mo et al 2003,4,17024,2003,7,log.ratio,0.0199,0.0033,6.03030303,303.030303
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Mo et al 2003,4,17024,2003,8,log.ratio,0.2829,0.0156,18.13461538,64.1025641
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,1,log.ratio,-0.058,0.0004,-145,2500
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,2,log.ratio,0.1626,0.0008,203.25,1250
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,3,log.ratio,0.0626,0.0009,69.55555556,1111.111111
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,4,log.ratio,-0.288,0.0009,-320,1111.111111
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,5,log.ratio,0.0752,0.001,75.2,1000
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,6,log.ratio,0.1566,0.0011,142.3636364,909.0909091
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,7,log.ratio,0.1298,0.0011,118,909.0909091
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,8,log.ratio,0.2544,0.0013,195.6923077,769.2307692
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,9,log.ratio,0.2338,0.0013,179.8461538,769.2307692
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,10,log.ratio,0.3443,0.0015,229.5333333,666.6666667
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,11,log.ratio,0.0556,0.0018,30.88888889,555.5555556
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,12,log.ratio,0.1359,0.0019,71.52631579,526.3157895
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,13,log.ratio,-0.1286,0.0019,-67.68421053,526.3157895
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,14,log.ratio,0.1235,0.0024,51.45833333,416.6666667
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,15,log.ratio,0.3063,0.0027,113.4444444,370.3703704
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,16,log.ratio,0.4613,0.0029,159.0689655,344.8275862
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,17,log.ratio,0.04,0.0035,11.42857143,285.7142857
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,18,log.ratio,0.1315,0.0038,34.60526316,263.1578947
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,19,log.ratio,-1.6094,0.0042,-383.1904762,238.0952381
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,20,log.ratio,0.2002,0.0043,46.55813953,232.5581395
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,21,log.ratio,0.7707,0.0057,135.2105263,175.4385965
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,22,log.ratio,0.7904,0.0057,138.6666667,175.4385965
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,23,log.ratio,0.6958,0.0061,114.0655738,163.9344262
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,24,log.ratio,0.7118,0.007,101.6857143,142.8571429
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,25,log.ratio,0.4055,0.0074,54.7972973,135.1351351
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,26,log.ratio,0.335,0.0085,39.41176471,117.6470588
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,27,log.ratio,0.1942,0.0086,22.58139535,116.2790698
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,28,log.ratio,0.069,0.0095,7.263157895,105.2631579
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,29,log.ratio,0.7538,0.0105,71.79047619,95.23809524
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,30,log.ratio,0.7803,0.0106,73.61320755,94.33962264
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,31,log.ratio,0.7654,0.0122,62.73770492,81.96721311
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,32,log.ratio,0.9828,0.0128,76.78125,78.125
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,33,log.ratio,0.2877,0.0141,20.40425532,70.92198582
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,34,log.ratio,0.5949,0.0155,38.38064516,64.51612903
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,35,log.ratio,-0.5754,0.0161,-35.73913043,62.11180124
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,36,log.ratio,-0.1178,0.0163,-7.226993865,61.34969325
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,37,log.ratio,0.5947,0.0168,35.39880952,59.52380952
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,38,log.ratio,1.1308,0.0178,63.52808989,56.17977528
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,39,log.ratio,-1.1371,0.018,-63.17222222,55.55555556
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,40,log.ratio,0.36,0.0189,19.04761905,52.91005291
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,41,log.ratio,1.0602,0.0191,55.5078534,52.35602094
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,42,log.ratio,0.2895,0.0214,13.52803738,46.72897196
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,43,log.ratio,0.4626,0.0217,21.31797235,46.08294931
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,44,log.ratio,0.7777,0.0218,35.67431193,45.87155963
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,45,log.ratio,0.6636,0.0229,28.97816594,43.66812227
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,46,log.ratio,0.0541,0.0234,2.311965812,42.73504274
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,47,log.ratio,0.9144,0.0251,36.43027888,39.84063745
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,48,log.ratio,1.1927,0.0258,46.22868217,38.75968992
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,49,log.ratio,0.636,0.0262,24.27480916,38.16793893
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,50,log.ratio,1.4307,0.0265,53.98867925,37.73584906
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,51,log.ratio,1.2012,0.0266,45.15789474,37.59398496
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,52,log.ratio,1.0788,0.0297,36.32323232,33.67003367
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,53,log.ratio,0.6931,0.0312,22.21474359,32.05128205
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,54,log.ratio,-0.47,0.0325,-14.46153846,30.76923077
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,55,log.ratio,1.4799,0.0325,45.53538462,30.76923077
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,56,log.ratio,0.1396,0.0328,4.256097561,30.48780488
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,57,log.ratio,0.3185,0.0342,9.312865497,29.23976608
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,58,log.ratio,0.6466,0.0348,18.58045977,28.73563218
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,59,log.ratio,0.8408,0.0355,23.68450704,28.16901408
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,60,log.ratio,-0.8109,0.0362,-22.40055249,27.62430939
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,61,log.ratio,-0.603,0.0365,-16.52054795,27.39726027
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,62,log.ratio,0.247,0.0402,6.144278607,24.87562189
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,63,log.ratio,0.4055,0.0489,8.292433538,20.44989775
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,64,log.ratio,-0.5452,0.0497,-10.96981891,20.12072435
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,65,log.ratio,-0.8792,0.0505,-17.40990099,19.8019802
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,66,log.ratio,0.4964,0.0524,9.473282443,19.08396947
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,67,log.ratio,1.2958,0.0537,24.13035382,18.62197393
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,68,log.ratio,1.1607,0.0538,21.57434944,18.58736059
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,69,log.ratio,1.5459,0.0646,23.93034056,15.47987616
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,70,log.ratio,-0.6745,0.0847,-7.963400236,11.80637544
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2004,5,17025,2004,71,log.ratio,0.7122,0.0889,8.011248594,11.24859393
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,1,log.ratio,0,0.0002,0,5000
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,2,log.ratio,-0.8668,0.0022,-394,454.5454545
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,3,log.ratio,0.0891,0.0055,16.2,181.8181818
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,4,log.ratio,-1.1201,0.0088,-127.2840909,113.6363636
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,5,log.ratio,0.6028,0.0104,57.96153846,96.15384615
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,6,log.ratio,1.3528,0.013,104.0615385,76.92307692
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,7,log.ratio,0.1332,0.0164,8.12195122,60.97560976
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,8,log.ratio,0.2113,0.021,10.06190476,47.61904762
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,9,log.ratio,0.5161,0.0325,15.88,30.76923077
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,10,log.ratio,-0.1147,0.0518,-2.214285714,19.30501931
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,11,log.ratio,0.0568,0.0606,0.937293729,16.50165017
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,12,log.ratio,0.6742,0.0984,6.851626016,10.16260163
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,13,log.ratio,-0.0996,0.0003,-332,3333.333333
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,14,log.ratio,0.2647,0.0023,115.0869565,434.7826087
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,15,log.ratio,0.785,0.0121,64.87603306,82.6446281
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,16,log.ratio,1.3178,0.0131,100.5954198,76.33587786
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,17,log.ratio,-0.1673,0.0165,-10.13939394,60.60606061
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,18,log.ratio,-0.013,0.0217,-0.599078341,46.08294931
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,19,log.ratio,0.3615,0.0342,10.57017544,29.23976608
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,20,log.ratio,-0.1064,0.053,-2.00754717,18.86792453
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,21,log.ratio,-0.1727,0.0643,-2.685847589,15.55209953
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,22,log.ratio,-0.5605,0.1049,-5.343183985,9.532888465
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,23,log.ratio,0.0355,0.0003,118.3333333,3333.333333
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,24,log.ratio,0.1062,0.0024,44.25,416.6666667
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,25,log.ratio,0.2066,0.0125,16.528,80
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,26,log.ratio,1.2183,0.0131,93,76.33587786
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,27,log.ratio,0.202,0.0175,11.54285714,57.14285714
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,28,log.ratio,-0.0508,0.022,-2.309090909,45.45454545
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,29,log.ratio,0.0969,0.0346,2.800578035,28.9017341
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,30,log.ratio,0.153,0.0723,2.116182573,13.83125864
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,31,log.ratio,-0.0642,0.1382,-0.464544139,7.235890014
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,32,log.ratio,-0.039,0.0004,-97.5,2500
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,33,log.ratio,-0.6065,0.0026,-233.2692308,384.6153846
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,34,log.ratio,0.9525,0.0142,67.07746479,70.42253521
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,35,log.ratio,1.0855,0.0179,60.6424581,55.86592179
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,36,log.ratio,0.2188,0.0221,9.900452489,45.24886878
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,37,log.ratio,0.4135,0.0349,11.84813754,28.65329513
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,38,log.ratio,-0.6602,0.1455,-4.537457045,6.872852234
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,39,log.ratio,0.0528,0.0006,88,1666.666667
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Li et al 2005,6,17026,2005,40,log.ratio,0.5368,0.0031,173.1612903,322.5806452
